0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
nan,0.0005238074100665171,0.0006862885622072833,0.0002020702909380154,0.00029978655982907927,0.0007238009253500858,0.000725746727655968,3.016342513890812e-06,0.0013278421637082417,0.0006900963788796305,0.00010409772736479192,0.0016317460291839468,5.4842691814003166e-05,0.004090646893163266,0.0002032760179100552,0.0006723510312333784,0.0006892147807394287,0.0006546634747740753,0.0007597389720007904,0.0022793375973517546,0.0027108071668695537,0.001103151668365813,0.004724477426333776,0.0017026173457986645,0.00038559387936671784,4.726729530204992e-05,0.00036983920845671435,0.004272626577931767,0.0006294982964436728,0.00020570725131919968,0.00019536192184353444,0.00013366142299328323,0.00013504350939698938,0.0010537763316076471,0.008321509207393742,1.8155605294462317e-06,0.00038495247719889285,0.00015708687520285262,0.00047600598336334355,2.3623734367501685e-05,0.00020570725131919968,0.00044470549217167857,0.00018331517474998984,0.0011994944197264048,0.000393926362182263,0.00021615083373026508,0.00019688462990472206,0.0018372177563665503,0.00021705097882309367,0.0003167180550522858,0.0003815345139597316,0.0007078960521863449,0.00042159830968203563,0.0008700314110094583,0.0001459912518234842,0.00029978655982907927,2.493409115007267e-05,0.002599520473283675,9.252341138251598e-05,0.0028463945487134756,0.00013116856390959746,0.0009794383652710133,0.002000038695398432,0.0010710302024988275,0.0003991684166003985
nan,nan,1.843459150628663e-05,0.0010698569294108134,0.0004970613881222052,0.0021345386406612598,0.0006298522388520596,2.7078109702748337e-06,3.3538868194245754e-05,0.00027316947994151185,0.0019179574629133848,0.0022488648980344655,0.0009174859534247484,0.00280507950054173,0.0021111815708698056,4.9041386353299146e-05,3.0540267333260986e-05,5.514790160504941e-05,0.0021111815708698056,2.4297843408074227e-06,7.473281875154944e-05,0.00042939921870836664,0.00022088630921693626,0.001555071438037907,0.00010612783697285486,0.001380274855740771,0.0006838671083561861,0.0006435232524613365,1.1682590841206951e-05,0.002610231406236062,0.0006773312197045688,0.0015695653781821544,0.000950645725615456,0.001942757610811352,0.0029471387808299087,0.0001311812915906608,0.0009713430684857263,5.190093248748994e-06,9.026243768930281e-06,0.00024065784264429754,9.240883738655593e-05,6.205498152443673e-05,0.0003145861838616875,0.003250941838067791,0.0003229541078136369,3.8231787899757413e-07,0.0018929627948509726,4.591640914511729e-05,0.001831787626791596,1.0358360131242436e-06,9.330470626592861e-07,0.0002842267154337407,0.002597527201091686,0.0003878481863124074,0.0006435232524613365,0.0004970613881222052,0.006166564835307698,0.0003479699944224607,0.0020639542723557038,0.00019265536523511962,0.000610585444039989,1.8589910458590658e-07,1.264501658382857e-05,0.000521879672686062,0.0012340202494165425
nan,nan,nan,0.0002053621903156253,0.0021495755611107975,4.20891440148528e-05,0.00034657806646190743,1.2145636940280122e-05,5.8103642840387485e-05,0.0028184910957614272,3.7265118087588813e-06,0.0002614422666142151,8.071106502512121e-07,0.0024823823236932692,3.613191180901364e-05,0.00031052457950332197,0.0022072574702086097,0.0027781782209758514,3.613191180901364e-05,0.002071576626533913,0.002370392156956102,0.0003317104986385157,8.667544687975283e-07,6.580672827647068e-05,0.0001375503532681679,3.441414139953153e-05,7.253507587203688e-05,8.989668848961003e-06,0.00024671812075432087,0.0002413327048629693,0.00022715765501287707,0.0002556076531325888,0.0002270520671480049,6.094033886373684e-06,0.0011172528729335106,0.00019782710289154915,2.5985340368408886e-05,0.003934439921289123,1.3257556196131152e-06,3.578868220995548e-05,0.0002413327048629693,0.0015942749193899072,0.0002248152631818267,0.00014534208822644323,0.0010181173799317224,0.0019080833464749653,0.0006459253754859632,0.0016366448510004197,0.0021833073743086785,0.00045717697742406497,0.0013494814995952313,1.8535988798342126e-05,0.00031871655599546075,5.997639745594494e-07,0.0020107724833855287,0.0005633727332255545,1.1199496794229919e-05,6.936316256997104e-05,2.5368451049100527e-05,0.001040435208431453,0.0020030529937743887,0.0005239484151380435,4.4108904466890925e-06,9.90664428627423e-06,0.0001375503532681679
nan,nan,nan,nan,0.005973457482720328,3.5124731960521967e-06,0.00010672101912353713,5.1188382058604085e-05,8.688529897496572e-06,0.002430560098864552,0.0017264271010088655,1.9565773352186597e-07,0.0016169608558630239,1.467113801331702e-05,0.0018920083868887337,0.0031582644267821305,1.9523872453075504e-06,0.0023979888528341004,0.0009621127459758552,2.9434679554988656e-05,0.0006617882168986305,2.0036245723239607e-05,3.8397995136932614e-05,0.002469721781917788,0.0021395594476791495,0.0030865759219806123,0.00043384870280228845,2.9434679554988656e-05,0.0032704093700981606,5.2570938586340864e-05,0.0002077344094616415,0.0009193898785966003,0.00016516965084392436,3.559252743945769e-05,9.100537943554813e-06,0.00042260951597713364,0.0005530223645174318,0.0001506720627811679,0.0025722807612607616,0.0023815479521130905,0.0023147140677269914,0.0024747694802081054,0.0006427225421440478,0.0003165742182958274,0.00035652146911652866,0.0016832277989599275,5.005137871201573e-05,0.00019449548484127955,3.5124731960521967e-06,9.115275115529931e-05,8.052270306274839e-05,0.00010006464920172934,0.0007620861986175728,0.00013241595997281805,0.0035573188072099853,0.0027212664134510602,0.00014223864198712163,0.0019901409053335634,0.001851643135949395,0.0021576284868576653,0.001789831336202196,8.590343278932527e-05,0.001571758202150716,5.623150017547945e-05,1.1738348714761252e-05
nan,nan,nan,nan,nan,7.309847990161339e-06,0.005372754606391465,6.718571627225901e-05,1.5841302633212333e-05,0.001445339751575603,0.001704633823669651,0.0008139322973050953,0.00010528561009329857,0.0005834166453686882,0.0018671268536565636,0.0023788861250215914,0.0019060849420059016,6.699620313239722e-05,1.0168327497457135e-05,0.0013046816323321704,0.002037694264017109,0.00091945762996019,0.0033066609849451366,0.0025946206279929503,6.791395906088341e-06,0.004268386672728748,0.00037675952225589847,0.0017463058424648438,0.0032155255758145435,0.0003897768786731007,0.00017616844881080328,0.00015473008171531263,0.0008945893829915589,4.631293892609146e-05,0.004701096065284568,0.001931133948428051,1.6983222206879138e-05,0.0006303307450664298,0.0001372456674338518,0.003460409601686654,0.002281375944171733,0.0006104086742162204,0.0009144867477022384,0.000660979272107625,0.0004094340647336178,7.203929056144367e-05,6.268171500738909e-05,0.0002193693478405177,0.000993786841039164,5.5518118545322035e-06,4.939905131317507e-05,0.0031930462139549975,0.000716966570199704,0.0011038080530398628,3.922957265424175e-05,0.00021317788823289348,0.0019845730672676614,0.002784330598573896,1.7484940761903024e-05,9.064624421797216e-06,3.2835482512554604e-05,0.0009348069768070382,0.0015527235931727876,0.00022938903517515422,6.791395906088341e-06
nan,nan,nan,nan,nan,nan,0.0014937965832273559,0.0029426531680825656,0.002375792658282906,0.0017143225938926893,0.0012783612765198064,0.0014571518512099858,0.0012076234439420482,0.0022979387847556747,0.00045624023876579225,0.0017045848662759551,0.0014086549986980714,8.680578984726124e-05,0.0013836754907349611,0.001305548533213188,0.00028727086854047826,0.002416962822264951,0.000261663144757125,0.001035773940881901,0.0015377267323472739,0.0020986396970520387,0.002039200651229386,0.001305548533213188,5.0095636456799556e-05,0.0016445513365136435,0.0006305420663942882,0.0002003204288879764,0.0015078765850897915,0.001292030332070751,0.00024360996525658833,0.0001610710692278201,0.001108954933165418,0.0022304624066464295,3.205725541473881e-05,0.0016848850196174154,0.0001241855533762906,0.001014945564453648,5.287601893909969e-05,8.218259320787654e-08,0.00040380350214093094,0.0012505561699479608,0.001264537790176352,0.0011609250538925438,0.0013962283342603846,0.00028454425634278594,0.0002028918070253423,0.0015298018174869903,0.00022366926035971088,2.8640518357741235e-05,0.001305548533213188,0.000993786841039164,0.0011479164151410135,0.00035468089269016404,0.0013581801991802824,0.0015488255100995709,0.001318919335367098,0.0018609319988254554,0.0011781367831519291,0.001903579498264181,0.00023024261939722266
nan,nan,nan,nan,nan,nan,nan,0.00010672101912353713,0.00010866390092575841,0.0005436891853841675,0.0015722586579910126,3.110655299103599e-05,0.0002445085315057803,0.001945624061019494,7.10076601699516e-05,1.169225162790841e-05,5.547356902012916e-05,0.0022144567229741177,7.10076601699516e-05,0.0001335433555520169,0.001142909525330579,0.0006314668221994836,0.0004294184948738493,0.0012476803447857955,0.0019300867290925018,5.117071757331432e-05,0.0002050017765496523,0.0016092691341260729,0.0003689188536362546,1.7314700091102411e-06,0.00042791517052415763,0.0006943159243773442,6.887084624881915e-06,0.00014661843275731213,0.0019144285276690102,2.97518565528335e-08,0.00016783435095513757,4.528330505635291e-06,0.0037306890450939136,7.477132912260345e-06,0.008011598522901911,0.00016761113922129583,0.00046945249351681463,0.0011102178963638602,0.001052239889115781,0.0021517478807979358,0.0015534876249808976,0.0013340815512618198,0.001733579810147968,5.049901102178054e-07,5.028976820122584e-07,0.002193043614555063,4.617931311398176e-10,0.0023128954437994127,0.001884128214916557,0.0002488814702621707,0.00033193654095159386,0.003758294952225455,0.0016812606525131492,4.584238327198606e-06,0.00012128344542756199,0.0023891397872133646,0.001436899144799611,0.00010124088269464597,6.5044699494755805e-06
nan,nan,nan,nan,nan,nan,nan,nan,0.0015069094036037165,0.002430560098864552,4.245336145979311e-05,1.9565773352186597e-07,0.0016169608558630239,1.467113801331702e-05,5.561173899151662e-06,0.0024143257494383175,1.9523872453075504e-06,0.0002695935964011009,0.0009621127459758552,2.9434679554988656e-05,3.08222806866667e-06,0.0001410933920580577,0.0033637907211406474,0.0013571674908704051,0.0021395594476791495,7.372789195603796e-08,4.166458211325438e-06,0.0017688779130578718,1.8022973739665547e-05,0.0023147140677269914,0.0045742812867708696,0.00018100528851240134,0.00016516965084392436,0.0017477443031795423,0.0005809966208688431,0.002246091130241444,7.20509937767206e-06,0.0001506720627811679,0.0025744675960210303,0.0023815479521130905,5.2570938586340864e-05,1.2113262121169192e-05,0.0006427225421440478,0.0005998510482793156,0.0014922985257082044,5.842283853094035e-05,0.0017049228020717868,0.0014549125713478003,3.5124731960521967e-06,0.0014478584917799846,6.473022258452697e-05,0.002446693327978077,5.4221724815002486e-05,0.0025875635436305097,2.9434679554988656e-05,6.718571627225901e-05,0.00014223864198712163,6.001920516733259e-11,0.001851643135949395,0.0021576284868576653,2.3947538754539346e-05,8.590343278932527e-05,0.001571758202150716,0.00025470791599475093,1.1738348714761252e-05
nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00247834194055398,0.0018162632801319238,0.0005261112624184058,0.006675481387051823,0.0022821511960655393,9.504495895748523e-07,0.00013646482937139273,3.719926570916075e-06,0.00015084403934745555,9.504495895748523e-07,4.268897942322417e-06,2.562185420553885e-05,0.0025697894614154977,0.001234572909147383,0.0020018304504340017,4.521322839943589e-05,1.957573255013618e-05,0.0005539082042442367,0.0018619540675696498,0.0008122309058691698,0.0024527889734749855,0.0003633031926882147,4.242936329338851e-06,0.0008348759417671156,6.768226708997849e-06,3.9898538802262094e-05,0.0013988443208697928,0.0001404085931614992,5.638039019701098e-05,0.0027335248179313014,0.0001573336195890527,0.00020520510337014388,0.00015284326748143392,0.0008235527468812921,0.0003831901462489838,0.005293936010066399,0.0017698083125837222,0.0010516149814752962,0.00011001498868023305,0.0006689445971477445,0.0002126761283246937,0.00014810097333025967,0.0001764802277789644,0.0021344580773975217,0.00025959843154622035,4.268897942322417e-06,0.0028964094382911074,0.0014857897559855762,1.0948330046914833e-05,0.001951149998948292,5.078690491850465e-05,2.369347998816783e-06,0.0005926899308675422,5.2272735106412926e-05,1.0815384178798573e-05,0.0003672809853532864
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0001786701636404783,0.001330390669557721,0.001461320092892553,0.0010206148057380422,0.001618573943359743,7.596246751716118e-06,0.0017311795543441164,0.0006288989630792353,0.0016973171641854138,0.0015920016445783104,2.419879012832072e-05,1.4110021322300598e-05,0.0004024366581874731,0.003583294214184722,1.0384276180453743e-05,0.0026968118023938683,0.00018659334637445116,0.0001500370532998739,0.0030711199338015675,0.00075057698048591,5.960621641918e-05,0.0029926201942585234,0.002867266139307787,0.0015738725204443712,1.323520353175571e-05,0.001997444370956916,0.00019830695381932532,0.0028864800597036056,0.0004168493541304413,4.2864189000831555e-06,0.002587516588569418,0.004116262921318857,1.3649318931470354e-05,0.002500336920026848,0.00017432084829830896,0.00021095966068113576,0.0015370895819940033,0.001320953139451918,0.0017143225938926893,0.0004871264391596857,1.1041120412792252e-08,1.1740807005761942e-05,0.00043955386879094535,0.00040079817732524363,0.0015920016445783104,7.846762036138461e-05,0.0013823942587695912,4.507484270462092e-05,0.001662849446514629,0.0010206148057380422,0.0016099605624171915,0.001546647121706466,0.0014222691742543628,8.842606478625114e-05,1.0384276180453743e-05
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0013317020770260409,0.001112348680102381,0.0014117314787137497,0.0012673544744789406,0.00018827044627156193,0.0006423641263279473,0.0015386174848661216,0.00407669640363269,0.0011987181568912722,0.00047877202764938016,7.091565674170309e-05,0.002022788714216865,0.0009597628917019337,0.00040249849030398415,3.530355782325656e-07,0.0009442980006208623,0.0011987181568912722,6.372835805080002e-06,0.000254187119690332,4.812736490653929e-07,0.001167771156132464,0.0019888482772718293,0.0011868183090597265,0.0013922917661396224,0.0003070758634227364,0.0004097057374655268,0.0020002672546032916,0.0001073261585765376,0.00020860737794907335,0.0014950228111727396,2.1217681817181575e-05,0.0005590414852355108,2.4086916402330145e-05,3.680694061323341e-05,0.0010451704600955157,0.0011625946083006521,0.0010179489423539354,0.0006693837047443354,0.0006089553623858265,0.0003942381155333988,0.0001694328206816084,0.00042353281478304925,0.0016365529795737469,0.0011987181568912722,5.4118644064902755e-05,0.0010594879984931005,0.0013212515301648255,0.004273121709085698,0.0014117314787137497,0.004590210733240785,0.004119723725831469,0.0010862627190951694,4.614581833776308e-05,0.0014020567141017316
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0006994734638034358,0.00015197994953379927,0.0014437761356935735,0.0017867398425985943,0.0014703965875274318,0.0017762247377764943,0.002867737781809986,0.0004904705442225089,0.0015596589583431913,5.5972163301347724e-05,0.00011816682655848989,0.0010746156603491962,0.0020493798555653005,0.00038174753557158783,0.00048301997308058096,0.0013606092165832772,0.00023640681919062436,0.0017224311204032299,0.00045034347599484794,0.002603245180929881,0.00022071301369534064,0.0013462336013409571,0.002102405291837511,0.00010596871267645814,0.00014410360303404452,0.00010256353498516416,0.001056596209719984,5.333514100313985e-05,0.0017224311204032299,0.0002521440204730431,0.0023306721597827415,0.0020621411830166318,0.0005013970343428373,0.0006019499888003601,0.0005722156169239098,0.0011437141379802543,0.0003367653723065476,0.0010017560701750632,0.0024357753440957977,0.0018075370072902117,0.0001385324927885862,9.084914486158909e-06,0.0004904705442225089,0.001982163213594126,0.001193264142815866,0.0015093714775005487,0.0014166205584093257,0.00015197994953379927,0.0004655259422414238,1.5194808492678637e-06,0.0012252969318080594,2.892526697798183e-08,0.0001626068035480119
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0013298914287315756,0.0011975132773925695,0.0014536168884033865,0.0012176237694564223,0.0014458512818473223,0.0008758340122466803,0.0011343948629001968,0.0012847498538367753,0.002010413020172187,1.5028104448620612e-06,0.0009135404371609199,0.0005352738450000455,1.1829321184610102e-05,0.0017165809774016632,0.0011343948629001968,0.0007533367165739364,0.0014060467788408807,6.819818263262741e-06,0.000309142387633907,0.0018552811465232595,0.0011234383719983033,0.0013120959058520812,0.0004226084974658488,2.163763219673144e-07,0.0018656366624862216,0.0015280129530906596,0.001438022148221306,0.00035924805913274563,1.7332832249967716e-06,0.0018500661651716665,6.065663548058433e-05,0.0020067065377836323,0.0010897558761527142,0.0011011223655217205,0.0009674918337751228,0.0012076234439420482,0.005744298991319098,0.0019258007636660962,0.001468961991553751,0.0005794032269508683,0.0015351481297416862,0.0011343948629001968,0.0015971330685856221,0.0010059364904413933,0.0007263446746651871,0.0009434976773108144,0.007813837263925765,0.001054670162585132,0.001576901380645279,0.0010306864746017367,0.0016103953381086877,0.0013210359951841449
